,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
0,248643,Lightning Charging Cable,1,14.95,10/01/19 01:36,"321 Chestnut St, Austin, TX 73301"
1,250139,Google Phone,1,600.0,10/01/19 00:53,"132 10th St, San Francisco, CA 94016"
2,250139,USB-C Charging Cable,1,11.95,10/01/19 00:53,"132 10th St, San Francisco, CA 94016"
3,250275,ThinkPad Laptop,1,999.99,10/01/19 00:46,"814 7th St, San Francisco, CA 94016"
4,250684,AAA Batteries (4-pack),1,2.99,10/01/19 03:38,"985 Pine St, San Francisco, CA 94016"
5,251243,Apple Airpods Headphones,1,150.0,10/01/19 00:09,"854 2nd St, Los Angeles, CA 90001"
6,252164,Lightning Charging Cable,1,14.95,10/01/19 01:46,"60 River St, San Francisco, CA 94016"
7,252202,27in 4K Gaming Monitor,1,389.99,10/01/19 00:43,"333 Sunset St, Portland, OR 97035"
8,252403,AAA Batteries (4-pack),1,2.99,10/01/19 00:11,"548 6th St, Dallas, TX 75001"
9,252619,USB-C Charging Cable,1,11.95,10/01/19 00:34,"629 Johnson St, Austin, TX 73301"
10,253168,20in Monitor,1,109.99,10/01/19 04:06,"105 Sunset St, Boston, MA 02215"
11,254858,iPhone,1,700.0,10/01/19 01:39,"596 Adams St, New York City, NY 10001"
12,254858,Lightning Charging Cable,1,14.95,10/01/19 01:39,"596 Adams St, New York City, NY 10001"
13,254858,Wired Headphones,1,11.99,10/01/19 01:39,"596 Adams St, New York City, NY 10001"
14,255354,Bose SoundSport Headphones,1,99.99,10/01/19 00:20,"407 North St, Austin, TX 73301"
15,255614,Bose SoundSport Headphones,1,99.99,10/01/19 02:18,"181 4th St, Los Angeles, CA 90001"
16,256859,AA Batteries (4-pack),1,3.84,10/01/19 01:17,"644 7th St, Los Angeles, CA 90001"
17,257017,AAA Batteries (4-pack),3,2.99,10/01/19 03:14,"545 Washington St, San Francisco, CA 94016"
18,258243,Bose SoundSport Headphones,1,99.99,10/01/19 00:59,"306 North St, San Francisco, CA 94016"
19,259228,AA Batteries (4-pack),1,3.84,10/01/19 02:55,"71 2nd St, Los Angeles, CA 90001"
20,259358,34in Ultrawide Monitor,1,379.99,10/28/19 10:56,"609 Cherry St, Dallas, TX 75001"
21,259359,27in 4K Gaming Monitor,1,389.99,10/28/19 17:26,"225 5th St, Los Angeles, CA 90001"
22,259360,AAA Batteries (4-pack),2,2.99,10/24/19 17:20,"967 12th St, New York City, NY 10001"
23,259361,27in FHD Monitor,1,149.99,10/14/19 22:26,"628 Jefferson St, New York City, NY 10001"
24,259362,Wired Headphones,1,11.99,10/07/19 16:10,"534 14th St, Los Angeles, CA 90001"
25,259363,AAA Batteries (4-pack),1,2.99,10/01/19 18:55,"976 Lake St, New York City, NY 10001"
26,259364,Wired Headphones,1,11.99,10/29/19 11:02,"874 North St, Los Angeles, CA 90001"
27,259365,Lightning Charging Cable,1,14.95,10/29/19 11:19,"127 12th St, Los Angeles, CA 90001"
28,259366,Apple Airpods Headphones,1,150.0,10/20/19 11:52,"955 9th St, Los Angeles, CA 90001"
29,259367,Apple Airpods Headphones,1,150.0,10/16/19 16:19,"742 14th St, San Francisco, CA 94016"
30,259368,27in FHD Monitor,1,149.99,10/13/19 13:47,"960 Ridge St, Boston, MA 02215"
31,259369,USB-C Charging Cable,1,11.95,10/26/19 10:54,"538 Johnson St, Portland, OR 97035"
32,259370,20in Monitor,1,109.99,10/28/19 23:56,"528 Forest St, San Francisco, CA 94016"
33,259371,iPhone,1,700.0,10/26/19 12:12,"306 Main St, Los Angeles, CA 90001"
34,259372,Wired Headphones,1,11.99,10/17/19 11:07,"434 Madison St, San Francisco, CA 94016"
35,259373,27in FHD Monitor,1,149.99,10/31/19 20:15,"924 Church St, San Francisco, CA 94016"
36,259374,Apple Airpods Headphones,1,150.0,10/17/19 22:14,"784 6th St, Los Angeles, CA 90001"
37,259375,USB-C Charging Cable,1,11.95,10/10/19 08:53,"557 Forest St, San Francisco, CA 94016"
38,259376,27in FHD Monitor,1,149.99,10/12/19 00:03,"218 14th St, San Francisco, CA 94016"
39,259377,Bose SoundSport Headphones,1,99.99,10/23/19 16:49,"88 Main St, Boston, MA 02215"
40,259378,Lightning Charging Cable,1,14.95,10/18/19 16:45,"997 1st St, Boston, MA 02215"
41,259379,27in 4K Gaming Monitor,1,389.99,10/09/19 13:15,"148 Lincoln St, San Francisco, CA 94016"
42,259380,Apple Airpods Headphones,1,150.0,10/19/19 12:21,"424 North St, San Francisco, CA 94016"
43,259381,ThinkPad Laptop,1,999.99,10/25/19 08:44,"887 12th St, New York City, NY 10001"
44,259382,Wired Headphones,1,11.99,10/18/19 14:16,"605 Ridge St, New York City, NY 10001"
45,259383,Apple Airpods Headphones,1,150.0,10/13/19 12:32,"597 6th St, Los Angeles, CA 90001"
46,259384,ThinkPad Laptop,1,999.99,10/29/19 23:22,"383 Cedar St, Dallas, TX 75001"
47,259385,Lightning Charging Cable,1,14.95,10/28/19 15:28,"892 1st St, Los Angeles, CA 90001"
48,259386,Lightning Charging Cable,1,14.95,10/16/19 21:39,"966 Hickory St, Los Angeles, CA 90001"
49,259387,Bose SoundSport Headphones,1,99.99,10/01/19 13:58,"695 6th St, New York City, NY 10001"
50,259388,AA Batteries (4-pack),1,3.84,10/12/19 13:15,"948 Forest St, San Francisco, CA 94016"
51,259389,AAA Batteries (4-pack),1,2.99,10/17/19 14:14,"661 Maple St, Dallas, TX 75001"
52,259390,Lightning Charging Cable,1,14.95,10/08/19 12:35,"134 Cherry St, Atlanta, GA 30301"
53,259391,Google Phone,1,600.0,10/24/19 12:51,"374 Hill St, Dallas, TX 75001"
54,259392,Wired Headphones,1,11.99,10/19/19 15:26,"374 Forest St, Los Angeles, CA 90001"
55,259393,AA Batteries (4-pack),1,3.84,10/22/19 20:35,"2 13th St, New York City, NY 10001"
56,259394,AA Batteries (4-pack),1,3.84,10/24/19 18:58,"909 Lake St, Atlanta, GA 30301"
57,259395,Bose SoundSport Headphones,1,99.99,10/13/19 13:55,"235 Adams St, Atlanta, GA 30301"
58,259396,AAA Batteries (4-pack),1,2.99,10/23/19 22:40,"218 Spruce St, Austin, TX 73301"
59,259397,Wired Headphones,1,11.99,10/01/19 14:39,"901 Walnut St, Atlanta, GA 30301"
60,259398,Bose SoundSport Headphones,1,99.99,10/22/19 10:20,"367 Pine St, Seattle, WA 98101"
61,259399,AAA Batteries (4-pack),2,2.99,10/31/19 19:06,"263 Willow St, San Francisco, CA 94016"
62,259400,27in 4K Gaming Monitor,1,389.99,10/19/19 09:24,"628 Forest St, Los Angeles, CA 90001"
63,259401,Wired Headphones,1,11.99,10/15/19 23:39,"291 Lincoln St, Los Angeles, CA 90001"
64,259402,AA Batteries (4-pack),3,3.84,10/09/19 20:27,"11 Lakeview St, Seattle, WA 98101"
65,259403,USB-C Charging Cable,1,11.95,10/25/19 19:42,"255 Cedar St, New York City, NY 10001"
66,259404,Bose SoundSport Headphones,1,99.99,10/07/19 19:48,"883 5th St, Boston, MA 02215"
67,259405,Bose SoundSport Headphones,1,99.99,10/07/19 19:19,"698 Center St, Dallas, TX 75001"
68,259406,AA Batteries (4-pack),1,3.84,10/12/19 12:01,"665 Elm St, Atlanta, GA 30301"
69,259407,Lightning Charging Cable,1,14.95,10/30/19 12:09,"189 Chestnut St, San Francisco, CA 94016"
70,259408,34in Ultrawide Monitor,1,379.99,10/21/19 20:09,"36 Pine St, Los Angeles, CA 90001"
71,259409,27in FHD Monitor,1,149.99,10/03/19 16:26,"854 Main St, Austin, TX 73301"
72,259410,AA Batteries (4-pack),2,3.84,10/01/19 21:32,"110 Hill St, San Francisco, CA 94016"
73,259411,AA Batteries (4-pack),1,3.84,10/09/19 14:47,"39 West St, San Francisco, CA 94016"
74,259412,Apple Airpods Headphones,1,150.0,10/24/19 18:05,"276 North St, Los Angeles, CA 90001"
75,259413,Bose SoundSport Headphones,1,99.99,10/30/19 09:54,"387 West St, Boston, MA 02215"
76,259414,Apple Airpods Headphones,1,150.0,10/08/19 21:01,"29 Washington St, San Francisco, CA 94016"
77,259415,AAA Batteries (4-pack),2,2.99,10/16/19 19:13,"280 8th St, Portland, OR 97035"
78,259416,Vareebadd Phone,1,400.0,10/10/19 19:10,"680 South St, Dallas, TX 75001"
79,259417,Wired Headphones,1,11.99,10/08/19 16:27,"908 Washington St, Seattle, WA 98101"
80,259418,iPhone,1,700.0,10/25/19 12:06,"253 8th St, Austin, TX 73301"
81,259419,USB-C Charging Cable,1,11.95,10/28/19 08:13,"820 South St, Los Angeles, CA 90001"
82,259420,Google Phone,1,600.0,10/18/19 08:54,"791 Forest St, Los Angeles, CA 90001"
83,259420,USB-C Charging Cable,2,11.95,10/18/19 08:54,"791 Forest St, Los Angeles, CA 90001"
84,259421,Wired Headphones,1,11.99,10/19/19 16:52,"240 Chestnut St, San Francisco, CA 94016"
85,259422,Google Phone,1,600.0,10/05/19 04:53,"849 Ridge St, San Francisco, CA 94016"
86,259422,USB-C Charging Cable,1,11.95,10/05/19 04:53,"849 Ridge St, San Francisco, CA 94016"
87,259423,AA Batteries (4-pack),1,3.84,10/14/19 15:37,"32 12th St, New York City, NY 10001"
88,259424,USB-C Charging Cable,2,11.95,10/31/19 22:54,"64 Lake St, Atlanta, GA 30301"
89,259425,Lightning Charging Cable,1,14.95,10/18/19 11:36,"81 Spruce St, Austin, TX 73301"
90,259426,27in 4K Gaming Monitor,1,389.99,10/17/19 10:43,"595 6th St, Dallas, TX 75001"
91,259427,iPhone,1,700.0,10/06/19 21:23,"528 13th St, New York City, NY 10001"
92,259428,AA Batteries (4-pack),1,3.84,10/07/19 22:09,"891 14th St, Los Angeles, CA 90001"
93,259429,Lightning Charging Cable,1,14.95,10/21/19 19:52,"632 Willow St, San Francisco, CA 94016"
94,259430,USB-C Charging Cable,1,11.95,10/02/19 23:59,"212 Hill St, San Francisco, CA 94016"
95,259431,27in FHD Monitor,1,149.99,10/23/19 13:13,"962 South St, Boston, MA 02215"
96,259432,iPhone,1,700.0,10/20/19 15:55,"47 4th St, Boston, MA 02215"
97,259433,Bose SoundSport Headphones,1,99.99,10/11/19 09:01,"114 Park St, Boston, MA 02215"
98,259434,Lightning Charging Cable,1,14.95,10/21/19 23:05,"499 2nd St, Boston, MA 02215"
99,259435,Wired Headphones,1,11.99,10/17/19 16:00,"664 9th St, Boston, MA 02215"
100,259436,Wired Headphones,2,11.99,10/26/19 00:30,"23 Walnut St, San Francisco, CA 94016"
101,259437,AA Batteries (4-pack),1,3.84,10/02/19 18:52,"935 Willow St, Seattle, WA 98101"
102,259438,iPhone,1,700.0,10/29/19 09:47,"176 5th St, Los Angeles, CA 90001"
103,259438,Lightning Charging Cable,1,14.95,10/29/19 09:47,"176 5th St, Los Angeles, CA 90001"
104,259439,USB-C Charging Cable,1,11.95,10/15/19 09:57,"5 Hill St, San Francisco, CA 94016"
105,259440,AA Batteries (4-pack),1,3.84,10/04/19 10:22,"71 Meadow St, Los Angeles, CA 90001"
106,259441,AA Batteries (4-pack),1,3.84,10/26/19 14:32,"413 7th St, San Francisco, CA 94016"
107,259442,USB-C Charging Cable,1,11.95,10/05/19 19:07,"966 14th St, Los Angeles, CA 90001"
