,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
0,150533,AAA Batteries (4-pack),1,2.99,03/01/19 03:06,"270 Dogwood St, San Francisco, CA 94016"
1,150541,AAA Batteries (4-pack),1,2.99,03/01/19 01:03,"683 Adams St, Portland, OR 97035"
2,150812,Wired Headphones,1,11.99,03/01/19 02:18,"915 Maple St, San Francisco, CA 94016"
3,151749,Bose SoundSport Headphones,1,99.99,03/01/19 01:54,"993 Washington St, San Francisco, CA 94016"
4,152036,ThinkPad Laptop,1,999.99,03/01/19 05:56,"477 Washington St, San Francisco, CA 94016"
5,153284,Wired Headphones,1,11.99,03/01/19 03:47,"38 Church St, Los Angeles, CA 90001"
6,153544,Bose SoundSport Headphones,1,99.99,03/01/19 02:03,"92 Spruce St, Los Angeles, CA 90001"
7,153869,ThinkPad Laptop,1,999.99,03/01/19 01:28,"901 Johnson St, Boston, MA 02215"
8,156429,USB-C Charging Cable,1,11.95,03/01/19 02:29,"171 Elm St, New York City, NY 10001"
9,157899,Flatscreen TV,1,300.0,03/01/19 01:41,"506 North St, San Francisco, CA 94016"
10,158262,Wired Headphones,1,11.99,03/01/19 03:49,"902 Adams St, New York City, NY 10001"
11,158335,27in 4K Gaming Monitor,1,389.99,03/01/19 02:01,"9 Hill St, Portland, OR 97035"
12,159347,AAA Batteries (4-pack),1,2.99,03/01/19 03:10,"297 8th St, Austin, TX 73301"
13,160198,Apple Airpods Headphones,1,150.0,03/01/19 00:29,"894 Cedar St, San Francisco, CA 94016"
14,160204,Bose SoundSport Headphones,1,99.99,03/01/19 01:04,"889 2nd St, Atlanta, GA 30301"
15,160238,AAA Batteries (4-pack),1,2.99,03/01/19 02:08,"147 Main St, Boston, MA 02215"
16,160965,AA Batteries (4-pack),2,3.84,03/01/19 01:25,"98 Johnson St, San Francisco, CA 94016"
17,162009,iPhone,1,700.0,03/28/19 20:59,"942 Church St, Austin, TX 73301"
18,162009,Lightning Charging Cable,1,14.95,03/28/19 20:59,"942 Church St, Austin, TX 73301"
19,162009,Wired Headphones,2,11.99,03/28/19 20:59,"942 Church St, Austin, TX 73301"
20,162010,Bose SoundSport Headphones,1,99.99,03/17/19 05:39,"261 10th St, San Francisco, CA 94016"
21,162011,34in Ultrawide Monitor,1,379.99,03/10/19 00:01,"764 13th St, San Francisco, CA 94016"
22,162012,AA Batteries (4-pack),1,3.84,03/20/19 21:33,"187 Ridge St, San Francisco, CA 94016"
23,162013,34in Ultrawide Monitor,1,379.99,03/15/19 23:05,"904 Main St, Austin, TX 73301"
24,162014,USB-C Charging Cable,1,11.95,03/01/19 21:33,"10 13th St, San Francisco, CA 94016"
25,162015,AA Batteries (4-pack),1,3.84,03/02/19 08:52,"949 Jefferson St, Boston, MA 02215"
26,162016,AAA Batteries (4-pack),5,2.99,03/19/19 21:10,"469 Highland St, Atlanta, GA 30301"
27,162017,Lightning Charging Cable,1,14.95,03/02/19 13:55,"449 River St, San Francisco, CA 94016"
28,162018,USB-C Charging Cable,2,11.95,03/18/19 11:07,"925 Maple St, Portland, OR 97035"
29,162019,AAA Batteries (4-pack),1,2.99,03/05/19 12:20,"639 4th St, Atlanta, GA 30301"
30,162020,LG Washing Machine,1,600.0,03/26/19 18:17,"616 Jackson St, Dallas, TX 75001"
31,162021,Wired Headphones,1,11.99,03/30/19 12:02,"645 Wilson St, Los Angeles, CA 90001"
32,162022,AA Batteries (4-pack),1,3.84,03/17/19 22:18,"473 Hill St, New York City, NY 10001"
33,162023,Apple Airpods Headphones,1,150.0,03/11/19 20:00,"404 Park St, San Francisco, CA 94016"
34,162024,27in 4K Gaming Monitor,1,389.99,03/17/19 09:22,"952 Willow St, Atlanta, GA 30301"
35,162025,AAA Batteries (4-pack),1,2.99,03/07/19 20:50,"110 7th St, Boston, MA 02215"
36,162026,iPhone,1,700.0,03/22/19 22:31,"71 Pine St, Austin, TX 73301"
37,162027,AAA Batteries (4-pack),1,2.99,03/16/19 20:52,"421 Main St, Los Angeles, CA 90001"
38,162028,AAA Batteries (4-pack),3,2.99,03/20/19 15:23,"739 1st St, San Francisco, CA 94016"
39,162029,AAA Batteries (4-pack),1,2.99,03/26/19 12:17,"141 North St, Atlanta, GA 30301"
40,162030,Google Phone,1,600.0,03/09/19 16:50,"463 4th St, San Francisco, CA 94016"
41,162031,Lightning Charging Cable,1,14.95,03/28/19 17:03,"131 Johnson St, Boston, MA 02215"
42,162032,Lightning Charging Cable,1,14.95,03/31/19 10:39,"498 4th St, Los Angeles, CA 90001"
43,162033,iPhone,1,700.0,03/19/19 11:06,"267 Johnson St, Dallas, TX 75001"
44,162034,USB-C Charging Cable,1,11.95,03/26/19 20:34,"104 Center St, Seattle, WA 98101"
45,162035,Macbook Pro Laptop,1,1700.0,03/08/19 13:07,"44 4th St, Los Angeles, CA 90001"
46,162036,Lightning Charging Cable,1,14.95,03/09/19 19:39,"905 Spruce St, San Francisco, CA 94016"
47,162037,iPhone,1,700.0,03/23/19 02:11,"277 Elm St, Los Angeles, CA 90001"
48,162037,Lightning Charging Cable,1,14.95,03/23/19 02:11,"277 Elm St, Los Angeles, CA 90001"
49,162038,AAA Batteries (4-pack),2,2.99,03/18/19 20:31,"53 10th St, Atlanta, GA 30301"
50,162039,AA Batteries (4-pack),1,3.84,03/29/19 12:01,"175 West St, San Francisco, CA 94016"
51,162040,USB-C Charging Cable,1,11.95,03/25/19 09:11,"973 North St, Austin, TX 73301"
52,162041,Apple Airpods Headphones,1,150.0,03/14/19 01:01,"633 13th St, Austin, TX 73301"
53,162042,USB-C Charging Cable,1,11.95,03/09/19 22:39,"661 7th St, San Francisco, CA 94016"
54,162043,AA Batteries (4-pack),1,3.84,03/29/19 10:59,"883 Walnut St, Atlanta, GA 30301"
55,162044,27in FHD Monitor,1,149.99,03/22/19 10:11,"469 9th St, Dallas, TX 75001"
56,162045,Apple Airpods Headphones,1,150.0,03/26/19 13:31,"906 Park St, New York City, NY 10001"
57,162046,AAA Batteries (4-pack),2,2.99,03/20/19 20:33,"661 1st St, San Francisco, CA 94016"
58,162047,Bose SoundSport Headphones,1,99.99,03/08/19 18:41,"819 9th St, Austin, TX 73301"
59,162048,AA Batteries (4-pack),1,3.84,03/31/19 19:24,"819 Main St, New York City, NY 10001"
60,162049,Lightning Charging Cable,1,14.95,03/25/19 13:35,"307 Chestnut St, Austin, TX 73301"
61,162050,AAA Batteries (4-pack),1,2.99,03/26/19 17:09,"870 Spruce St, Boston, MA 02215"
62,162051,AAA Batteries (4-pack),1,2.99,03/12/19 09:12,"565 South St, Boston, MA 02215"
63,162052,Wired Headphones,1,11.99,03/11/19 09:44,"971 Washington St, Los Angeles, CA 90001"
64,162053,iPhone,1,700.0,03/10/19 18:29,"660 7th St, Seattle, WA 98101"
65,162054,Wired Headphones,1,11.99,03/20/19 00:42,"358 5th St, San Francisco, CA 94016"
66,162055,AA Batteries (4-pack),1,3.84,03/29/19 09:21,"675 8th St, Los Angeles, CA 90001"
67,162056,Wired Headphones,1,11.99,03/17/19 10:24,"55 Adams St, San Francisco, CA 94016"
68,162057,Wired Headphones,1,11.99,03/30/19 18:44,"485 Maple St, Los Angeles, CA 90001"
69,162058,27in FHD Monitor,1,149.99,03/30/19 02:30,"510 Church St, New York City, NY 10001"
70,162059,USB-C Charging Cable,1,11.95,03/03/19 05:47,"602 Willow St, Seattle, WA 98101"
71,162060,AAA Batteries (4-pack),3,2.99,03/10/19 16:04,"703 Lake St, Seattle, WA 98101"
72,162061,Wired Headphones,1,11.99,03/01/19 22:07,"967 10th St, New York City, NY 10001"
73,162062,AAA Batteries (4-pack),1,2.99,03/24/19 03:37,"235 Park St, Portland, OR 97035"
74,162063,AAA Batteries (4-pack),2,2.99,03/02/19 11:58,"693 12th St, Austin, TX 73301"
75,162064,Macbook Pro Laptop,1,1700.0,03/05/19 09:00,"414 Willow St, San Francisco, CA 94016"
76,162065,Google Phone,1,600.0,03/02/19 13:18,"862 Spruce St, San Francisco, CA 94016"
77,162066,AA Batteries (4-pack),1,3.84,03/13/19 13:57,"602 Pine St, New York City, NY 10001"
78,162066,USB-C Charging Cable,2,11.95,03/13/19 13:57,"602 Pine St, New York City, NY 10001"
79,162067,ThinkPad Laptop,1,999.99,03/07/19 23:40,"4 Cedar St, San Francisco, CA 94016"
80,162068,Wired Headphones,1,11.99,03/24/19 12:25,"117 1st St, Austin, TX 73301"
81,162069,AA Batteries (4-pack),1,3.84,03/15/19 16:53,"853 Park St, Boston, MA 02215"
82,162070,27in FHD Monitor,1,149.99,03/15/19 18:19,"859 South St, Los Angeles, CA 90001"
83,162071,Vareebadd Phone,1,400.0,03/30/19 20:23,"334 Jackson St, Atlanta, GA 30301"
84,162071,USB-C Charging Cable,1,11.95,03/30/19 20:23,"334 Jackson St, Atlanta, GA 30301"
85,162072,AA Batteries (4-pack),1,3.84,03/02/19 12:04,"945 Adams St, New York City, NY 10001"
86,162073,Bose SoundSport Headphones,1,99.99,03/23/19 20:52,"573 Lakeview St, San Francisco, CA 94016"
87,162074,Apple Airpods Headphones,1,150.0,03/05/19 12:45,"928 Dogwood St, San Francisco, CA 94016"
88,162075,Apple Airpods Headphones,1,150.0,03/11/19 09:19,"456 7th St, New York City, NY 10001"
